	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	fdr_p
Galactose-inducible_PTS	25374	0	24050	22978	26725	27125	3582	0	0	0	2941	0	0	0	0	0	266	0	27552	0	0	0	0	0	0	0	14915	0	21554	0	0	6568.73333333333	10785.4790437096	15.9405427095233	2.68372133413967e-05	0.0203426077127787	7.76435408884684e-05
Glutamate_transporter_involved_in_acid_tolerance_in_Streptococcus	1738	2197	2856	2574	1230	1135	2114	294	315	251	2858	3672	3767	2381	1095	132	413	302	5299	211	109	360	138	4326	0	0	2726	1805	1352	2676	1291	1610.86666666667	1461.78716157556	15.8718701024761	2.76967805504188e-05	0.0209941596572175	7.98257021186975e-05
Peptidyl-prolyl_cis-trans_isomerase	9964	10384	9487	7549	10568	11663	3452	0	0	0	0	4757	15699	5547	7216	0	0	0	8839	6929	0	0	0	8955	0	0	0	6150	8804	0	4104.5	4532.1	4810.61084622245	15.6795100750867	3.02658539049372e-05	0.0229415172599424	8.6899686590691e-05
CBSS-630.2.peg.3360	6132	7391	7488	0	0	7475	0	0	5774	0	0	0	0	0	5739	0	0	0	6384	5690	0	0	0	5885	0	0	0	0	5218	0	0	2105.86666666667	3064.82459118179	15.6467719447464	3.07280234503126e-05	0.023291841775337	8.78937425484414e-05
Galactosylceramide_and_Sulfatide_metabolism	0	0	0	0	0	0	1893	0	0	0	2563	3147	3563	2514	1790	0	0	0	0	0	0	0	0	0	0	0	0	4825	0	0	0	676.5	1336.83039313145	15.2129954164437	3.76223658922642e-05	0.0285177533463363	0.000107209599046377
Protein_degradation	24381	24611	24176	21422	23588	26865	0	0	0	0	0	0	22127	0	11986	0	0	0	25865	0	0	0	0	18860	0	0	15131	12390	22483	0	0	9129.5	11090.7154451914	15.1709407952521	3.83742262458662e-05	0.0290876634943666	0.000108942559903995
CBSS-290633.1.peg.1906	26094	24690	22314	23118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25227	24028	0	0	0	18191	0	0	0	0	22865	0	0	6217.56666666667	10554.5747841736	15.1262100097073	3.91916780109663e-05	0.0297072919323125	0.000110848104225047
CBSS-316273.3.peg.922	1446	1929	1782	1600	1477	1842	2594	0	1388	0	3076	3085	5352	1084	2559	0	0	0	1314	1613	0	0	0	3203	44	0	0	1783	1373	0	1380.5	1284.8	1329.45662740006	15.0527536916215	4.05749402579421e-05	0.0307558047155201	0.000114333846526097
DNA_topoisomerases,_Type_II,_ATP-dependent	133313	131917	117560	123857	119335	144597	121691	75413	121755	65443	127873	192785	229855	81715	119191	82590	70531	92416	137998	124848	53249	0	0	103342	52434	65413	95208	101728	114265	93582	108803.5	103130.133333333	46972.0111898883	14.9989226074077	4.16219006538629e-05	0.0315494006956281	0.000116418452751395
Resistance_to_fluoroquinolones	133313	131917	117560	123857	119335	144597	121691	75413	121755	65443	127873	192785	229855	81715	119191	82590	70531	92416	137998	124848	53249	0	0	103342	52434	65413	95208	101728	114265	93582	108803.5	103130.133333333	46972.0111898883	14.9989226074077	4.16219006538629e-05	0.0315494006956281	0.000116418452751395
Translation_initiation_factors_bacterial	0	72752	66808	64614	67572	0	55487	0	0	0	57598	82926	99823	34645	49720	0	0	0	78375	0	0	0	0	53189	0	0	41828	46516	67376	41528	38086.5	32691.9	33473.3404619155	14.9850475633952	4.18964343810177e-05	0.0317574972608114	0.000116755504635336
LSU_ribosomal_proteins_cluster	34286	38486	36335	20086	41428	44573	22894	16398	21226	18756	23953	32045	63564	13971	31022	0	0	19072	33479	33389	16587	15794	0	35089	0	0	18032	20784	36498	17708	21005	23515.1666666667	15138.9847882723	14.9643071247735	4.23104406989245e-05	0.0320713140497848	0.000117477340841702
WhiB_and_WhiB-type_regulatory_proteins_	366	449	161	359	0	229	1430	0	165	2	1666	2189	2253	148	911	4	0	195	258	0	0	4	0	1237	0	0	123	1109	430	109	163	459.9	665.436872313582	14.8721601410868	4.42036815261298e-05	0.0335063905968064	0.000122286097068636
tRNA_aminoacylation,_Lys	29871	27704	24824	27075	26298	30424	27602	16840	27440	15419	28745	42472	49377	18796	26163	17390	16023	20682	30442	28850	11469	14134	13801	19868	11494	14160	22326	25092	24739	22029	24781.5	23718.3	8534.19890246862	14.8019375535786	4.57075140524179e-05	0.0346462956517328	0.000125986529642665
N-Acetyl-Galactosamine_and_Galactosamine_Utilization	28233	26709	0	22622	43570	29121	19217	0	20403	0	0	0	36305	17270	19644	0	0	0	27371	25972	0	0	0	0	0	0	34945	16711	23075	0	8355.5	13038.9333333333	14278.6827798098	14.6842854689743	4.83516148188061e-05	0.036650524032655	0.000132791753741504
CBSS-176280.1.peg.1561	21652	23620	24493	24975	22938	22068	7216	0	0	0	6727	9414	10448	0	5014	0	0	0	0	0	0	0	0	0	0	0	0	5192	19680	0	0	6781.23333333333	9502.21866173381	14.4958585725613	5.29346075225131e-05	0.0401244325020649	0.000144853546938863
Fructose_and_Mannose_Inducible_PTS	0	25189	22287	23323	22650	25332	1824	0	0	25	6451	0	0	0	0	0	44	197	28643	0	4	0	13	0	40	0	12553	0	21259	12500	19	6744.46666666667	10333.1340097943	14.2829170271497	5.86820137511366e-05	0.0444809664233615	0.000160003476343027
Urea_decomposition	4249	5311	8224	6263	2692	2124	861	0	4013	0	1271	7334	9021	6301	5227	5	0	3	5916	4125	0	0	0	9211	0	0	2694	0	3469	3138	2693	3048.4	3066.7458053257	14.1145073321529	6.3701892154359e-05	0.0482860342530041	0.000173068223129047
Urease_subunits	4249	5057	7921	5894	2634	2055	861	0	4013	0	1271	7334	9021	5974	5227	0	0	0	5554	4125	0	0	0	9211	0	0	2694	0	3469	3138	2664	2990.06666666667	3008.81225200512	14.0976188892575	6.42301742181334e-05	0.0486864720573451	0.000173880257347661
COG4319	0	0	0	10868	0	0	7749	0	10066	0	8624	12405	21363	6427	13955	0	0	0	0	11966	0	0	0	16757	0	0	8617	10221	0	0	0	4633.93333333333	6320.9337368578	14.0132786504234	6.69397667596906e-05	0.0507403432038455	0.000180570616383792
CBSS-316057.3.peg.563	0	7721	7199	5394	5318	7916	5542	0	0	0	4844	5324	13394	3833	7295	0	0	0	5617	5459	0	0	0	6982	0	0	1610	3613	6351	1573	3723	3499.5	3535.38843156858	13.942597360237	6.93051471965059e-05	0.0525333015749515	0.000185775570034327
GroEL_GroES	27677	27921	23789	26483	23804	30206	37368	16499	26963	15177	35063	49300	56480	17213	29481	17231	15321	19688	28134	27806	11804	14733	14759	27885	11774	14233	22251	26103	24024	22353	23914	24717.4333333333	10229.8256387316	13.9410043801729	6.9359480632869e-05	0.0525744863197147	0.000185775570034327
Flavocytochrome_C	56	15	0	85	26	35	126	0	66	0	0	193	120	54	56	0	0	0	46	97	0	0	0	16	0	0	181	144	39	218	30.5	52.4333333333333	64.9310952197542	13.848306908727	7.2601378549995e-05	0.0550318449408962	0.000193774101904564
CBSS-393130.3.peg.794	0	0	0	21424	0	0	16910	0	0	0	18901	25135	33357	16252	17680	0	4523	5988	0	20856	0	0	0	0	0	4971	15260	15708	0	14799	0	7725.46666666667	9909.03926145504	13.8102163924092	7.39803646020276e-05	0.0560771163683369	0.000196761811818726
Ethylmalonyl-CoA_pathway_of_C2_assimilation	0	67	2	40	52	69	25	0	27	4	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	41	0	0	12	21.4781364374935	13.5452843750936	8.43859061895317e-05	0.063964516891665	0.000223652156963864
Quorum_Sensing:_Autoinducer-2_Synthesis	22953	20448	19265	19763	19324	22886	18677	12828	21458	10826	20243	30856	35002	12856	18853	12661	12758	15582	23780	22082	8244	11076	9908	16029	8136	10423	13808	17019	19759	13549	17848	17368.4	6287.99044484665	13.5124836413178	8.57797738145439e-05	0.0650210685514242	0.000226554245823778
Streptococcal_Mga_Regulon	0	2638	0	0	0	0	1365	0	0	0	2230	2130	2548	0	1485	0	0	0	0	0	0	0	0	4430	0	0	2506	0	0	2431	0	725.433333333333	1218.48817246487	13.4455747447756	8.87003390603375e-05	0.0672348570077358	0.000233454364610194
RNA_polymerase_bacterial	160241	146780	139778	143691	154321	170029	164056	95073	155013	79227	166882	249707	297389	100361	150113	100689	82350	112994	159844	156752	67857	86519	84856	126355	64164	82338	127881	144800	135168	126162	137473	134379.666666667	50300.0426779372	13.4032312527898	9.06036869655983e-05	0.0686775947199235	0.000237638736055099
F0F1-type_ATP_synthase	71448	68024	67803	69451	68046	74024	56522	33586	70692	33336	55773	87986	137008	46904	60363	30743	40551	39330	72263	80420	28555	27086	24450	55253	27563	26212	38853	43413	60536	38521	55513	54490.5	24282.4640611144	13.390566656035	9.11814501242475e-05	0.0691155391941796	0.000238329445497171
Programmed_frameshift	16736	17759	16063	16615	15306	18481	16989	10017	15845	8316	17749	26311	30504	11001	16405	10146	9053	11863	17528	16720	7064	9010	8367	14862	7272	8655	11376	13594	14670	11504	14766	14192.7	5328.68350274379	13.3358797842568	9.37221117418675e-05	0.0710413607003356	0.000244128387286377
UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	0	123458	118260	113441	119633	135641	91730	0	0	0	57862	108311	158140	0	89539	0	0	0	137255	0	0	0	0	77210	0	0	68789	76943	102213	68375	63118.5	54893.3333333333	56171.7310657197	13.2592105377266	9.74128773265473e-05	0.0738389610135229	0.000252540504724463
Streptococcus_agalactiae_hemolysin_operon	1252	44	0	152	915	898	0	0	131	0	0	0	95	0	166	0	2	0	1310	462	0	0	0	36	0	0	0	79	878	0	0	214	399.30992198179	13.2550434396196	9.76178995834665e-05	0.0739943678842676	0.000252540504724463
Listeria_Pathogenicity_Island_LIPI-1_extended	0	0	0	0	0	0	0	3093	0	891	0	0	0	0	0	3149	265	2545	0	0	3214	684	3353	0	7106	0	0	0	0	0	0	810	1657.54781488218	13.1836938276941	0.000101201177378385	0.076710492452816	0.000260920042356517
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	0	0	0	58312	82581	90635	23900	0	48631	0	33397	54011	60263	21703	44126	0	0	0	79279	66076	0	0	0	48929	0	0	27912	26304	61099	27973	25102	28504.3666666667	30005.7081069394	13.1526041300644	0.000102806509944825	0.0779273345381772	0.000264160456061618
Pterin_biosynthesis	8634	15865	7661	13215	13125	8181	7749	0	0	0	8624	12405	14728	4675	9101	0	4998	0	16266	0	4838	0	0	6406	0	0	7170	7615	7376	7094	7132	6190.86666666667	5340.14141446056	13.1371449621535	0.000103614914533472	0.0785401052163722	0.000265338193298555
Translation_elongation_factors_bacterial	141812	128287	117941	133128	136437	148866	143519	84666	143195	73553	129646	201930	247273	88879	127684	89008	75095	100747	147561	143083	59556	77065	75328	104126	56586	74812	104059	113112	117256	115935	116595.5	116671.5	41018.9322073483	13.1247741975412	0.00010426673537154	0.0790341854116273	0.000266108368389317
Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	20831	0	18969	0	21177	22817	340	0	0	0	0	0	0	0	0	0	0	0	24261	0	0	0	0	0	0	0	0	466	17034	0	0	4196.5	8537.14400580558	12.9904303214446	0.000111635981828125	0.0846200742257187	0.000283959980623217
Streptococcus_agalactiae_virulome	17697	15214	14117	13035	13086	7032	3432	0	3713	0	4042	5088	5369	6657	3036	0	0	0	11547	13908	0	0	0	5348	20491	0	8914	3188	14396	9616	5218	6630.86666666667	6242.85421423806	12.9480527709943	0.000114075107677973	0.0864689316199036	0.000289193751237136
Nitrosative_stress	29461	27857	27350	25168	26916	31802	21893	16701	38822	20070	24471	35651	42987	16572	25547	16350	20567	16759	30118	26855	17768	13743	18467	20504	17890	16183	20433	22861	28939	19923	22377	23954.2666666667	7149.06767942908	12.9161821367038	0.000115947181232812	0.0878879633744716	0.000292959877914905
Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	6656	6236	6224	5817	5790	6770	5002	2762	5698	1783	9282	6682	14430	4025	4125	2092	3141	3395	6423	5913	1398	2251	2172	10040	2854	0	3781	4905	5794	3686	4953.5	4970.9	2892.03914875491	12.6868147212944	0.000130433682503013	0.0988687313372836	0.000328467545971042
Pseudaminic_Acid_Biosynthesis	98	73	66	167	58	59	313	0	139	0	374	486	249	0	96	0	0	0	52	200	0	0	0	11	0	0	286	649	75	239	62.5	123	163.295796765806	12.6556196167586	0.000132549533150432	0.100472546128028	0.000332690550092806
tRNA-dependent_amino_acid_transfers	1934	1643	1151	3104	1266	1268	771	0	0	0	1781	1114	1745	1783	1730	0	0	14	4120	0	3	0	0	1222	2	0	1257	445	2587	1254	1132.5	1006.46666666667	1066.03052726339	12.6243057217855	0.000134710562206482	0.102110606152513	0.00033699870017331
Siderophore_Anthrachelin	1026	1428	1425	982	1459	1409	1876	0	875	0	0	1381	4027	0	769	0	0	0	1314	1011	0	150	0	3170	0	154	3928	1964	866	3781	928.5	1099.83333333333	1232.99819848663	12.6145905851601	0.00013538868940211	0.102624626566799	0.000337581008443419
Omega_peptidases_(EC_3.4.19.-)	8221	0	4376	0	6775	6470	0	0	5241	0	0	0	0	0	0	0	2054	0	7715	0	0	0	0	0	0	0	3276	0	6155	3392	0	1789.16666666667	2814.93742299936	12.5950813145215	0.000136761557797744	0.10366526081069	0.000339886101018656
Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	13789	12204	12441	14046	11085	13283	0	0	15967	0	0	0	0	0	0	0	27085	0	13782	13646	0	20684	0	0	0	0	0	0	11228	0	0	5974.66666666667	7961.44543423484	12.5552289151955	0.000139612665068435	0.105826400121874	0.000345837908895012
Terminal_cytochrome_C_oxidases	11025	8121	11481	7352	7830	10100	25962	0	13371	0	19183	15485	42805	7618	11087	0	0	0	2738	7017	0	0	0	15238	0	0	3789	11161	11005	3810	7485	8205.93333333333	9384.23593029301	12.5136075237036	0.000142658612579279	0.108135228335093	0.000352232014120826
Methylcitrate_cycle	16897	11802	10939	9451	6062	14134	19779	0	19686	0	12203	11822	33124	9392	10772	0	0	0	3141	9601	53	0	0	16515	0	0	607	7692	17082	598	8542	8045.06666666667	8354.12331781112	12.4309766432355	0.000148919330743057	0.112880852703237	0.000366496275010511
L-Arabinose_utilization	1264	998	956	0	899	1261	0	55860	765	0	0	0	0	0	0	0	60260	61360	1023	57	59125	37985	0	1985	46708	0	1059	0	950	1014	924.5	11117.6333333333	21927.3094949769	12.2156867111383	0.000166659920740991	0.126328219921671	0.000408829190685021
Aminopeptidases_(EC_3.4.11.-)	0	0	0	0	0	0	18837	0	0	0	3676	10302	40664	0	24241	0	0	0	0	0	0	0	0	0	0	0	11104	16141	0	11193	0	4538.6	9481.03546869332	12.1711093423476	0.000170609528036749	0.129322022251856	0.000417167813715664
Encapsulating_protein_for_DyP-type_peroxidase_and_ferritin-like_protein_oligomers	0	0	0	0	1995	0	0	994	0	1920	0	0	0	0	0	1338	1878	794	0	0	1749	661	1947	0	4036	2192	0	0	2863	0	0	745.566666666667	1090.76998059844	12.1452359956848	0.0001729479527724	0.131094548201479	0.000421525878461348
Conserved_cluster_around_acetyltransferase_YpeA_in_Enterobacteria	0	0	0	0	1995	0	0	994	0	1920	0	0	0	0	0	1328	2037	716	0	0	1739	670	1947	0	4044	2192	0	0	2863	0	0	748.166666666667	1097.12584018216	12.0982242749475	0.00017728542712675	0.134382353762077	0.000430712672314349
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	2502	2511	2588	1343	3905	3987	1116	0	395	0	3580	3314	4247	324	1528	0	1639	0	5343	3541	0	27	0	1770	68	0	849	0	1837	946	1229.5	1578.66666666667	1608.43139121005	11.7443935714646	0.000213933675303573	0.162161725880108	0.000518088581086608
CBSS-196164.1.peg.461	16490	16192	15113	13881	10636	16062	22196	0	16487	0	0	0	37526	9808	0	0	0	0	13365	14276	8	0	0	15155	0	0	11595	12325	15527	0	10222	8554.73333333333	9357.30280153102	11.6323470432185	0.000227174575597567	0.172198328302956	0.000548402319436165
One-carbon_metabolism_by_tetrahydropterines	0	0	0	48382	54520	62913	0	0	50291	0	23230	0	0	0	0	0	0	0	62557	0	0	0	0	0	0	0	0	0	52730	0	0	11820.7666666667	22622.8652148636	11.5526617644446	0.000237125664879607	0.179741253978742	0.000570607155488071
DNA_repair,_UvrABC_system	127794	117900	105818	117132	103091	131320	124549	74473	118615	0	99661	154609	227849	76778	119117	85654	71665	95321	131075	121633	56180	68679	0	94680	57379	67717	99202	82975	110236	97393	99431.5	97949.8333333333	42658.359546262	11.517817448355	0.000241623246547811	0.183150420883241	0.000579589939503927
trimethylamine_N-oxide_(TMAO)_reductase	5947	3043	6237	3289	2824	2890	498	0	3331	55	0	1504	2917	973	2000	0	1141	0	3168	5338	0	0	0	10201	5	0	4448	1359	4773	3333	1752	2309.13333333333	2471.82414469534	11.4035068661821	0.000257033078182748	0.194831073262523	0.000614609063919632
Glutamate-mediated_methylamine_utilization_pathway	25110	31910	30696	32089	26275	32321	19768	0	34158	0	22861	42565	42348	17838	36896	0	29961	36693	33227	35430	22569	0	0	25132	0	0	18463	18638	22212	18220	23985.5	21846	13971.6972064093	11.3704129664933	0.000261688971070139	0.198360240071165	0.000623774339846432
DNA_repair,_bacterial_UvrD_and_related_helicases	0	0	0	0	0	0	7767	0	0	0	8675	10669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4908	6882	0	4879	0	1459.33333333333	3111.57400387797	11.2749571778714	0.000275633218245953	0.208929979430433	0.000654952913575024
CoA-disulfide_reductase_(EC_1.8.1.14)_containing_cluster	0	0	0	0	0	0	233	0	0	0	1180	0	2292	0	718	0	0	0	0	0	0	0	0	0	0	0	1456	2266	0	1414	0	318.633333333333	680.358652037511	11.2160013297115	0.000284642693865106	0.21575916194975	0.000674247381092969
ABC_transporter_peptide_(TC_3.A.1.5.5)	7812	0	0	8159	17455	16674	0	0	6636	193	0	0	9643	3421	0	0	603	0	14706	6560	0	0	0	6577	0	0	3302	3609	6365	3141	398	3828.53333333333	5240.94655002604	11.148338215449	0.000295374277858367	0.223893702616642	0.000697488170145304
tRNA_processing	0	0	0	43912	0	0	28333	0	0	0	31433	43958	58623	17644	32921	0	0	0	0	36551	0	0	0	0	0	0	19819	23485	0	19420	0	11869.9666666667	17531.9292159572	11.080085331849	0.000306640956121684	0.232433844740237	0.000721844238323717
COG0523	90585	100107	0	76277	117502	0	44854	0	0	0	40330	55492	113626	37032	50495	0	0	0	113137	61160	0	0	0	76575	0	0	0	32071	78234	51936	34551.5	37980.4333333333	41678.9875172241	10.9341505390333	0.000332309734858928	0.251890779023067	0.000779847613074512
tRNA_modification_yeast_mitochondrial	133655	0	0	105136	126113	0	61893	0	106198	0	49421	0	142983	0	94025	0	0	0	146772	108790	0	0	0	83340	0	0	76073	53893	113409	74398	24710.5	49203.3	54595.6539000035	10.7891288623558	0.000360117891438011	0.272969361710012	0.000842498029969174
Predicted_carbohydrate_hydrolases	15949	12326	0	0	0	13881	9728	0	0	0	9083	0	17797	10157	5306	0	0	0	14382	0	0	0	0	13573	0	0	12542	11567	12024	12667	0	5699.4	6530.74839984431	10.619086842722	0.000395944439268616	0.300125884965611	0.000923464261432649
Disulphide_related_cluster	0	730	0	0	0	0	0	0	0	6227	0	0	0	0	0	9485	7009	0	0	0	0	6529	8636	0	11084	0	1287	2005	0	1241	0	1807.76666666667	3361.23434514592	10.5694171539975	0.000407118302856284	0.308595673565064	0.000946612495598355
Denitrification	0	0	0	0	0	0	43478	0	0	1196	30322	38212	80028	0	31295	0	0	0	23397	25044	0	0	0	0	0	0	16054	28563	0	15480	0	11102.3	18978.3917129546	10.5022814395559	0.000422762837095508	0.320454230518395	0.000979982356325368
Peptidoglycan_Biosynthesis	0	0	0	0	0	0	86746	0	0	0	68544	113173	193466	0	97085	0	0	0	0	0	0	0	0	0	0	0	0	91375	0	0	0	21679.6333333333	47754.7839607382	10.0358127158915	0.000551012791513658	0.417667695967353	0.00127337712185169
Menaquinone_Biosynthesis_via_Futalosine_--_gjo	0	3298	5296	3363	1856	5321	6917	0	0	0	6292	6647	11985	2439	5258	0	0	0	988	3423	0	0	0	13266	0	0	0	3777	0	0	494	2670.86666666667	3618.83927603135	9.99586582528933	0.000563795042874816	0.42735664249911	0.00129895636017967
Ribonuclease_H	0	0	0	0	0	0	2314	0	0	0	1222	3813	0	0	1738	0	0	0	0	0	0	0	0	0	0	0	1968	0	0	1809	0	428.8	947.536093389514	9.92580764633148	0.000586987888818246	0.444936819724231	0.00134829339310373
Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.	0	0	0	0	0	0	42018	0	0	0	27574	36347	66164	0	40618	0	0	0	0	0	0	0	0	0	0	0	0	17825	0	0	0	7684.86666666667	17039.9676050634	9.80850491000667	0.00062814693078798	0.476135373537289	0.00143847544875314
tRNA_modification_Archaea	0	0	0	124314	161962	176188	99943	0	0	0	84770	140655	209714	76376	113490	0	0	0	168995	134889	0	0	0	0	0	0	84688	87585	143017	82554	38188	62971.3333333333	70045.4025901985	9.76719663695392	0.000643370379226552	0.487674747453726	0.00146889984172809
Oxidative_stress	50546	0	56496	47686	54457	63840	38002	0	0	0	22439	32879	79730	0	33688	0	0	0	50182	0	0	0	0	0	0	0	28355	27671	46692	27859	11219.5	22017.4	24971.3061810192	9.75521352634897	0.000647860347184467	0.491078143165826	0.00147470913863611
COG3146_experimental	0	0	0	10008	0	0	11080	0	0	0	8624	12405	24500	7044	9101	0	6871	0	0	11161	0	0	0	10405	0	0	9701	7615	12455	0	0	4699	6183.20642742404	9.74754354818931	0.000650751878945681	0.493269924240826	0.00147685606060128
Carboxysome	99	51	9	22	0	91	19	0	85	0	112	89	156	0	55	0	0	0	0	23	0	0	0	24	0	0	67	105	0	81	14	36.2666666666667	45.6303992239092	9.609498321691	0.000705235047908533	0.534568166314668	0.00159572586959602
Bacteriocin-like_peptides_Blp	318	1016	1077	112	987	1075	900	0	775	3	788	1424	1026	59	314	0	0	1186	38	764	0	0	0	1633	0	0	1940	705	729	2009	717	629.266666666667	623.03566806256	9.57228810411987	0.00072074540468563	0.546325016751708	0.00162596731176104
Biotin_biosynthesis_Experimental	26007	23250	21753	0	21895	25846	21054	0	0	0	13614	0	41314	0	25617	0	0	0	25888	0	0	0	0	16654	0	0	16201	17231	23437	9311	4655.5	10969.0666666667	12265.0533854169	9.54864731677903	0.00073078967145724	0.553938570964588	0.0016437346319424
YeiH	2425	3153	2686	0	2061	3007	0	0	0	0	0	0	0	0	4244	0	0	0	3753	4923	0	0	0	0	0	0	2469	0	2162	2437	0	1110.66666666667	1579.61840292223	9.44362399449014	0.000777264171150675	0.589166241732212	0.00174309538974027
Ubiquinone_Menaquinone-cytochrome_c_reductase_complexes	6848	5354	6809	5033	3683	5984	20871	0	0	0	9705	9712	24371	0	7045	0	0	0	1705	4440	0	0	0	12537	0	0	1794	6051	6714	1728	2738.5	4679.46666666667	6088.66831447388	9.35527669692586	0.000818819823503683	0.620665426215792	0.0018308714637634
Tryptophan_synthesis	0	0	0	0	0	0	39010	0	0	0	23305	31627	60845	0	37052	0	0	0	0	0	0	0	0	0	0	0	0	14350	0	0	0	6872.96666666667	15457.3131436075	9.34447473081396	0.000824062193278064	0.624639142504772	0.00183717394854345
YgfZ	0	0	0	362410	388399	0	310315	0	0	0	247251	388009	579957	200299	272414	0	0	0	416384	352958	0	0	0	0	0	0	217535	228746	396408	212510	0	152453.166666667	180372.73534107	8.94633928279524	0.00104481960381217	0.791973259689625	0.00232250222782881
Glycine_cleavage_system	0	46570	0	36308	38308	0	0	0	0	0	0	0	0	0	0	0	0	0	42965	0	0	0	0	0	0	0	0	0	48492	0	0	7088.1	16236.1549175566	8.78892219136216	0.00114895615189745	0.870908763138265	0.00254651685128148
Sucrose-specific_PTS	0	43137	38550	38404	41771	0	4738	0	0	0	0	0	0	0	0	0	8623	0	49112	0	0	0	0	0	0	0	22898	0	35791	22491	0	10183.8333333333	16892.3830704507	8.67222476792581	0.00123333397510692	0.934867153131049	0.00272556021321005
Ribosome_LSU_chloroplast	34	48	47	0	0	40	12	0	133	7	0	0	4	0	54	2	0	5	52	75	0	7	4	0	0	11	0	18	40	38	6	21.0333333333333	30.355915555216	8.65739449811752	0.00124452480861578	0.94334980493076	0.00274229594456616
Ketoisovalerate_oxidoreductase	0	0	3004	3222	0	3841	0	0	0	0	0	0	0	0	0	0	0	0	4470	0	0	0	0	0	0	0	0	0	3062	0	0	586.633333333333	1354.31831645993	8.56570228437526	0.00131618274184984	0.997666518322177	0.0028917870096295
Cluster_with_second_YidC_in_Bacilli	0	2358	0	0	2173	2005	0	0	0	0	0	0	0	0	0	0	0	0	2937	0	0	0	0	0	0	0	0	0	1896	0	0	378.966666666667	875.22274931559	8.55516506509744	0.00132469731586957	1	0.00290208255904374
Sucrose_utilization_Shewanella	3552	2306	2502	2215	10194	3279	2364	0	2264	0	0	1948	4338	1801	2009	0	0	0	0	2783	0	0	0	3758	0	0	0	1573	3279	0	1687	1672.16666666667	2162.26613378958	8.5502595300609	0.00132868138676019	1	0.00290242216473839
Mannitol_Utilization	0	27928	0	26408	34978	29831	3476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25557	0	0	4939.26666666667	11023.5748345686	8.51646338558875	0.00135648142302161	1	0.002954634823708
CBSS-261594.1.peg.788	0	13837	13087	12397	12050	13669	467	0	0	0	741	663	1195	0	560	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	2301.5	4887.16385386072	8.4022760618731	0.00145512739929458	1	0.00316041996752232
Streptothricin_resistance	0	0	0	0	0	0	0	507	0	820	0	0	0	0	0	0	0	590	0	0	0	618	477	0	0	0	0	0	0	0	0	100.4	233.754749168056	8.33336694606055	0.00151836518583299	1	0.00328834517388974
Maltose_utilization_cluster	0	0	0	32185	43498	44033	8060	0	25166	0	11257	13176	19810	23795	10856	0	18459	0	39282	32974	12550	0	0	0	0	0	0	8790	31638	19370	9823	13163.3	14769.2735309166	8.32007264845675	0.00153090161027307	1	0.00330604963130195
Perosamine_Synthesis_Vibrio	0	0	0	0	0	0	2654	0	0	0	3077	3350	0	0	1999	0	0	0	0	0	0	0	0	0	0	0	0	1983	0	0	0	435.433333333333	1016.66068266564	8.25765168045675	0.00159126901743189	1	0.0034266531682198
Alanine_biosynthesis	0	0	0	54206	0	0	33004	0	0	0	11899	49339	84410	29053	48864	0	0	0	0	57998	0	0	0	0	0	0	28033	27135	0	27299	0	15041.3333333333	23344.6460262724	8.18713719972522	0.00166255419357268	1	0.00357001722019289
DNA-replication	0	0	0	0	0	0	204127	0	0	0	173769	314116	0	0	216969	0	0	0	0	0	0	0	0	0	0	0	0	187838	0	0	0	36560.6333333333	85659.8370579349	8.16586566987706	0.001684725896296	1	0.00360740742766206
Biogenesis_of_cytochrome_c_oxidases	0	0	0	0	0	0	4898	0	0	0	3514	2155	11506	0	2980	0	45	0	1676	0	0	0	0	5594	0	0	0	2001	0	121	0	1149.66666666667	2496.35276482247	8.14585098748192	0.00170587775302355	1	0.00364240939941367
Transport_of_Manganese	0	0	0	26945	34772	35947	4944	0	23688	0	7098	9775	12085	0	8095	0	0	0	39457	20000	0	0	0	14113	0	0	16607	6168	0	16460	2472	9205.13333333333	12274.3779636853	8.08253781127877	0.00177468788152152	1	0.00377868936571155
