	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
Predicted_carbohydrate_hydrolases	15949	12326	0	0	0	13881	9728	0	0	0	9083	0	17797	10157	5306	0	0	0	14382	0	0	0	0	13573	0	0	12542	11567	12024	12667	0	5699.4	6530.74839984431	18.1997385920928	0.000205091762464979	0.155459555948454	0.000595630482561126
Siderophore_Anthrachelin	1026	1428	1425	982	1459	1409	1876	0	875	0	0	1381	4027	0	769	0	0	0	1314	1011	0	150	0	3170	0	154	3928	1964	866	3781	928.5	1099.83333333333	1232.99819848663	17.8349954416192	0.000230379136843274	0.174627385727202	0.000666516739416801
Fermentations:_Mixed_acid	167422	150931	143578	144881	151105	174639	0	0	146834	0	0	0	0	99331	71779	0	0	0	163606	147210	0	0	0	0	0	0	82605	0	140923	69651	0	61816.5	71356.1957094175	17.7654656196986	0.000235569682624096	0.178561819429065	0.000678942279197965
Threonine_anaerobic_catabolism_gene_cluster	48561	45598	42677	43116	44897	52012	0	0	45199	0	2356	3777	0	29269	3381	0	0	0	47979	46142	0	0	0	36497	0	0	27043	0	40962	0	2868.5	18648.8666666667	21582.5811944747	17.6160846152646	0.000247151713503811	0.187340998835889	0.000709624995590488
Experimental_-_Histidine_Degradation	72681	62035	56549	52911	60865	68549	40477	0	54890	0	29687	42461	74471	24676	26781	52984	46146	56013	74956	64973	0	0	0	39332	0	0	26427	26064	60168	24112	41469	37940.2666666667	25994.5946714569	17.5264063264896	0.000254397932736504	0.19283363301427	0.000727674086846303
Streptothricin_resistance	0	0	0	0	0	0	0	507	0	820	0	0	0	0	0	0	0	590	0	0	0	618	477	0	0	0	0	0	0	0	0	100.4	233.754749168056	17.28402033257	0.000275151733541196	0.208565014024227	0.000784079000091077
Glutathione:_Non-redox_reactions	12928	6388	6133	5376	6351	6555	3649	0	4991	0	435	277	8266	4208	4789	0	4636	0	7226	6248	0	0	0	4700	0	0	0	3228	10570	0	3928.5	3565.13333333333	3624.11694579267	17.0760623223196	0.000294412119674625	0.223164386713366	0.000835821673083767
Serine_endopeptidase_(EC_3.4.21.-)	4490	2462	3738	2365	2011	3506	11038	0	4659	0	9457	0	17653	1937	7035	0	0	0	1645	3203	0	0	0	5413	0	0	7999	5749	4238	8067	2413.5	3555.5	4164.97827746126	16.9392993430226	0.000307866365253198	0.233362704861924	0.000870756361425091
Osmoregulation	5377	5573	6379	4457	12481	14139	2039	0	4967	0	239	0	2551	3135	745	0	0	0	4115	4846	0	0	0	7748	0	0	4952	1043	9891	4859	2295	3317.86666666667	3891.82784583404	16.8665683764083	0.000315289585897516	0.238989506110317	0.000886834688562947
HPr_catabolite_repression_system	12661	10017	8502	9736	10980	10904	0	0	7457	0	0	0	0	8357	4376	0	0	0	12190	9041	0	0	0	0	0	0	4720	0	10170	4616	0	4124.23333333333	4838.20898526071	16.8607568959979	0.000315890984052765	0.239445365911996	0.000886834688562947
Sucrose_utilization	32489	34279	30455	28334	42003	35587	11480	0	21945	0	1031	10446	20746	20318	14054	0	0	0	0	28862	0	0	0	0	0	0	0	5289	26628	0	3160	12131.5333333333	14276.4550529241	16.6923252788782	0.000333868640761156	0.253072429696956	0.000933846604047809
At2g33980_At1g28960	20238	19971	16928	18071	16437	20524	0	0	0	0	0	0	0	0	16748	0	0	0	20991	18503	0	0	0	15438	0	0	13699	0	17084	13058	0	7589.66666666667	8976.40875634123	16.4283297264566	0.000364298953081481	0.276138606435763	0.00101149672687093
tRNA_nucleotidyltransferase	20238	19971	16928	18071	16437	20524	0	0	0	0	0	0	0	0	16748	0	0	0	20991	18503	0	0	0	15438	0	0	13699	0	17084	13058	0	7589.66666666667	8976.40875634123	16.4283297264566	0.000364298953081481	0.276138606435763	0.00101149672687093
YgfZ	0	0	0	362410	388399	0	310315	0	0	0	247251	388009	579957	200299	272414	0	0	0	416384	352958	0	0	0	0	0	0	217535	228746	396408	212510	0	152453.166666667	180372.73534107	16.4097944361472	0.000366544875312676	0.277841015487009	0.00101401830469711
Capsular_surface_virulence_antigen_loci	2	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	80	51	0	0	0	34	0	0	62	0	0	0	0	0	0	9.63333333333333	22.6068090647918	16.2988360963147	0.000380305202633885	0.288271343596485	0.0010427802295522
Anaerobic_Oxidative_Degradation_of_L-Ornithine	5781	4803	2690	4531	5701	5533	712	0	3556	0	1942	2647	991	872	146	0	0	0	7623	5188	0	0	0	1240	0	0	87	1153	4416	111	931.5	1990.76666666667	2360.47208433388	16.297171784531	0.000380515784959183	0.288430964999061	0.0010427802295522
The_Chv_regulatory_system_of_Alphaproteobacteria	9093	6915	0	6739	7378	7412	3476	0	5787	0	0	4741	0	5572	3149	0	0	0	8169	6419	0	0	0	0	0	0	0	0	8274	2545	0	2855.63333333333	3386.23992961508	16.2928060924581	0.000381068764625276	0.288850123585959	0.0010427802295522
Gram_Positive_Competence	9826	12231	11022	7246	12006	11931	3560	0	6130	0	0	0	9506	6753	3345	0	0	0	10199	6362	0	0	0	0	0	0	0	0	7404	0	0	3917.36666666667	4708.67510821384	15.6137760466052	0.000478585851981953	0.362768075802321	0.00130492113597957
Protein_degradation	24381	24611	24176	21422	23588	26865	0	0	0	0	0	0	22127	0	11986	0	0	0	25865	0	0	0	0	18860	0	0	15131	12390	22483	0	0	9129.5	11090.7154451914	15.1090186960397	0.000568403278348791	0.430849684988383	0.00154426410390102
Bacteriocin-like_peptides_Blp	318	1016	1077	112	987	1075	900	0	775	3	788	1424	1026	59	314	0	0	1186	38	764	0	0	0	1633	0	0	1940	705	729	2009	717	629.266666666667	623.03566806256	14.8844026150124	0.000614069096692278	0.465464375292747	0.00166237276890267
Streptococcus_pyogenes_Virulome	22469	19923	16340	14701	21643	22201	0	0	0	0	8939	11753	0	0	8540	0	0	0	22988	0	0	17	0	0	0	0	9223	6064	18267	9266	8.5	7077.8	8718.07434606108	14.4727181148699	0.000708359175124539	0.536936254744401	0.00190537222910982
Phage_DNA_synthesis	12135	13104	12109	10200	12666	14089	0	0	4854	0	0	0	0	0	5099	0	0	0	12562	10395	0	0	0	4978	0	0	4309	0	10062	4190	0	4358.4	5369.99254221533	14.4706973156893	0.000708858797637164	0.537314968608971	0.00190537222910982
Maltose_and_Maltodextrin_Utilization	0	0	0	95692	122383	135722	79031	0	0	0	74944	108497	149299	0	60871	0	0	0	130549	99310	0	0	0	0	0	0	0	64704	109626	76507	0	43571.1666666667	53881.8948180014	14.3104635926041	0.000749709972025198	0.5682801587951	0.0020080570982159
Flavocytochrome_C	56	15	0	85	26	35	126	0	66	0	0	193	120	54	56	0	0	0	46	97	0	0	0	16	0	0	181	144	39	218	30.5	52.4333333333333	64.9310952197542	14.2507223455357	0.000765584114655617	0.580312758908958	0.0020433547848907
Ethanolamine_utilization	66624	55477	46367	54051	54162	61368	0	0	48356	0	0	0	0	35737	10083	0	19417	0	65574	58196	0	0	0	0	0	0	37419	0	54629	27863	5041.5	23177.4333333333	26335.5783549271	14.1884835864787	0.000782507903353868	0.593140990742232	0.00208119645874467
CBSS-342610.3.peg.1794	25220	0	30085	22082	30842	0	19106	14770	21622	12883	21429	29989	42104	13293	21882	0	13821	18627	34312	22000	0	13688	0	20300	0	0	14250	15517	27578	13960	17072	16645.3333333333	11551.2239248021	13.9702425127754	0.000845111699235767	0.640594668020711	0.00223984149657591
Fructooligosaccharides(FOS)_and_Raffinose_Utilization	46674	39609	37643	28836	44435	45769	10701	0	23034	0	6301	14734	21899	25616	7308	0	35490	0	46418	32598	32783	0	0	0	0	0	36640	15373	37170	36237	22466.5	20842.2666666667	17566.8275194712	13.7426620591553	0.00091618818487353	0.694470644134136	0.00241975834193079
At5g37530	0	117129	0	95843	0	0	77501	0	0	0	59513	0	152363	57909	84916	0	0	0	127689	101466	0	0	0	0	0	0	69202	66158	100587	67592	0	39262.2666666667	49283.9176852774	13.6835249646702	0.00093569458924928	0.709256498650954	0.00246269617587137
Carboxysome	99	51	9	22	0	91	19	0	85	0	112	89	156	0	55	0	0	0	0	23	0	0	0	24	0	0	67	105	0	81	14	36.2666666666667	45.6303992239092	13.5885810243493	0.000967954642802358	0.733709619244187	0.00253878760984148
Lipopolysaccharide_assembly_cluster	25069	26629	25705	22609	25627	28753	0	0	23665	0	0	0	4654	0	3584	0	0	0	25928	23438	0	0	0	0	0	0	8122	1878	21271	7300	939	9141.06666666667	11563.2513711008	13.3736938309259	0.00104548498745715	0.792477620492521	0.00273268144997421
Mannose_Metabolism	37580	55933	47946	43410	51968	40186	13405	0	0	0	8760	14029	0	0	14728	0	0	0	62425	45749	0	0	0	0	0	0	0	9937	30822	24277	4380	16705.1666666667	21144.6872614626	13.3493918494118	0.00105466592933838	0.79943677443849	0.00274720541044155
Alkaloid_biosynthesis_from_L-lysine	831	174	515	225	710	802	2966	0	549	32	2943	2903	0	230	2102	0	0	0	404	461	0	0	0	1388	0	0	2784	1872	666	2703	432.5	842	1064.8247386955	13.2348156915514	0.00109913817478909	0.833146736490127	0.00285324224825386
Intracellular_septation_in_Enterobacteria	1701	2710	2167	1606	2963	2807	0	0	1330	0	0	1565	0	980	0	0	169	0	2471	1767	11	0	0	1722	0	0	0	0	3230	0	5.5	906.633333333333	1134.7982498295	13.0062106992691	0.00119403279936432	0.905076861918158	0.00308899952873092
Sucrose_utilization_Shewanella	3552	2306	2502	2215	10194	3279	2364	0	2264	0	0	1948	4338	1801	2009	0	0	0	0	2783	0	0	0	3758	0	0	0	1573	3279	0	1687	1672.16666666667	2162.26613378958	12.5408487070374	0.00141566429417075	1	0.00364990998293002
Ubiquinone_Menaquinone-cytochrome_c_reductase_complexes	6848	5354	6809	5033	3683	5984	20871	0	0	0	9705	9712	24371	0	7045	0	0	0	1705	4440	0	0	0	12537	0	0	1794	6051	6714	1728	2738.5	4679.46666666667	6088.66831447388	12.318005132736	0.00153718160114112	1	0.00394977509716939
Lactose_utilization	0	0	1683	0	0	33	0	0	2	0	0	0	675	0	0	0	181785	198158	0	0	208944	0	0	0	151957	0	0	119	0	0	0	24778.5333333333	64499.3814772446	12.1295082033768	0.00164877539113083	1	0.00422220184620666
Methylglyoxal_Metabolism	0	14808	0	14489	14492	16549	9484	0	0	0	0	0	21315	10556	11627	0	0	0	16168	17179	0	0	0	11141	0	0	0	9190	0	0	0	5566.6	7285.97229258222	12.1102708187388	0.00166064691638115	1	0.0042382840492152
Lipoic_acid_metabolism	0	0	0	11315	13257	0	14366	0	12066	0	12490	15748	22431	0	10456	0	0	0	15763	0	0	0	0	18484	0	0	0	8589	15046	0	0	5667.03333333333	7425.60886849126	12.0720973796616	0.00168447819734424	1	0.0042846794415669
Phosphorylcholine_incorporation_in_LPS	7274	6795	3267	2761	4134	4292	785	2372	3368	2460	1190	3178	2297	4404	1585	0	1948	2448	2889	3650	0	1759	2486	4697	2385	0	5986	1727	5612	6000	2623.5	3058.3	1942.46235751039	11.842571125011	0.00183578507756718	1	0.00465393006286261
Thioredoxin-disulfide_reductase	54153	50736	46821	47946	45224	51847	8268	0	0	0	6036	13122	0	0	8400	0	0	0	56392	24675	0	0	0	0	0	0	9941	7477	45335	9692	6756.5	16202.1666666667	21412.2981888887	11.7812476760041	0.0018786512536967	1	0.004746725501007
Pseudaminic_Acid_Biosynthesis	98	73	66	167	58	59	313	0	139	0	374	486	249	0	96	0	0	0	52	200	0	0	0	11	0	0	286	649	75	239	62.5	123	163.295796765806	11.6299177289907	0.00198913020060382	1	0.00499355612743557
Proline,_4-hydroxyproline_uptake_and_utilization	25164	24803	22215	21945	24417	30743	0	0	0	0	7949	9329	0	0	10553	0	0	0	12781	18707	0	0	0	0	16	0	122	6297	23397	95	55.5	7951.1	10553.9853572331	11.6294038802986	0.00198951708507327	1	0.00499355612743557
Pyrimidine_utilization	13719	13743	14684	0	0	0	5819	0	0	0	7477	12860	14451	8224	0	0	5263	0	0	0	0	16	0	8460	0	0	9248	7479	11404	9197	8	4734.8	5592.88463231138	11.5842656888497	0.00202382162777825	1	0.00506289370909542
Transport_of_Manganese	0	0	0	26945	34772	35947	4944	0	23688	0	7098	9775	12085	0	8095	0	0	0	39457	20000	0	0	0	14113	0	0	16607	6168	0	16460	2472	9205.13333333333	12274.3779636853	11.4870731899596	0.00209987616578557	1	0.00523587543968901
Dihydroxyacetone_kinases	1598	1245	0	0	1603	1467	0	0	1444	0	0	0	3314	0	1386	0	0	0	2206	0	0	0	0	0	0	0	2130	1764	1366	1996	0	717.3	960.306709266404	11.3582262198998	0.0022054985771346	1	0.00548120629989518
Lactate_utilization	0	21773	0	22878	22549	32264	0	0	0	0	32360	39680	0	0	48976	0	0	0	20864	0	0	0	0	0	0	0	21070	23467	28594	20492	0	11165.5666666667	14965.0214020685	11.3224599550153	0.00223582606097258	1	0.00553841880463142
Trans-translation_by_stalled_ribosomes	7612	7087	7029	7842	6219	7663	0	0	0	0	0	0	0	0	6962	0	0	0	7544	7423	0	0	0	6036	0	0	0	0	6381	0	0	2593.26666666667	3485.69121363061	11.2317516681071	0.00231478073661838	1	0.00569863960427935
Sulfate_reduction-associated_complexes	931	1446	1450	980	1753	1726	0	0	0	0	0	0	0	0	891	0	0	0	1517	997	0	33	0	0	39	10	438	512	762	462	21.5	464.9	613.881565012396	11.2308931975359	0.00231554221387604	1	0.00569863960427935
Menaquinone_Biosynthesis_via_Futalosine_--_gjo	0	3298	5296	3363	1856	5321	6917	0	0	0	6292	6647	11985	2439	5258	0	0	0	988	3423	0	0	0	13266	0	0	0	3777	0	0	494	2670.86666666667	3618.83927603135	10.9834704444336	0.00254672173478073	1	0.0062472979772291
Streptococcus_agalactiae_virulome	17697	15214	14117	13035	13086	7032	3432	0	3713	0	4042	5088	5369	6657	3036	0	0	0	11547	13908	0	0	0	5348	20491	0	8914	3188	14396	9616	5218	6630.86666666667	6242.85421423806	10.8138221579673	0.00271959836760743	1	0.00664985665369816
COG4319	0	0	0	10868	0	0	7749	0	10066	0	8624	12405	21363	6427	13955	0	0	0	0	11966	0	0	0	16757	0	0	8617	10221	0	0	0	4633.93333333333	6320.9337368578	10.7806667177722	0.00275484471009505	1	0.00670373062646187
Hemin_transport_system	13726	0	0	8592	11961	12071	6494	0	9067	0	8193	0	17062	6498	6279	0	0	0	0	0	0	0	0	0	0	0	5688	0	10019	0	0	3855	5259.38412547613	10.7752326473245	0.00276066844749905	1	0.00670373062646187
Bacterial_cyanide_production_and_tolerance_mechanisms	11737	21324	0	0	17151	16323	7431	0	0	0	10721	14642	24819	0	20406	0	0	0	26511	0	0	0	0	16567	0	0	0	10101	0	0	0	6591.1	8994.35354043551	10.7682576102657	0.00276816317425141	1	0.00670373062646187
beta-glucuronide_utilization	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1944	0	0	0	1974	867	0	0	2360	0	0	0	0	0	0	238.3	651.08689763799	10.7358527712483	0.00280327219677817	1	0.00676713479349634
CBSS-257314.1.peg.752	30620	29643	26490	28286	26428	31274	0	0	22955	0	0	0	0	0	0	0	0	0	28724	22679	0	0	0	0	0	0	0	0	25886	14507	0	9583.06666666667	13112.815907725	10.6876662830143	0.00285637352871027	1	0.00687343217384884
Pyruvate:ferredoxin_oxidoreductase	27761	19515	19440	24406	24248	24483	12974	30883	29528	26339	15232	27511	16912	14135	12728	34037	28386	36989	31588	28407	21975	29436	25490	5035	20383	28562	14728	18762	21894	14454	24327	22874.0333333333	7405.43824628497	10.4818390615192	0.00309576423829181	1	0.00742591548299112
CBSS-176299.4.peg.1292	68309	0	0	60038	0	72895	0	0	0	0	0	0	0	37065	54875	0	0	0	0	57665	0	0	0	49413	0	0	42016	48192	57419	41283	0	19639	27072.4887293355	10.471694167984	0.00310811175674593	1	0.00743201486313381
Coenzyme_F420_hydrogenase	46	37	0	75	11	19	135	0	100	0	138	0	66	0	28	0	0	0	0	91	0	0	0	0	0	0	122	183	30	174	5.5	41.8333333333333	57.9328287215303	10.3406619559954	0.00327247401596752	1	0.00780042548460182
CBSS-269799.3.peg.2220	828	110	688	120	516	556	3921	0	785	0	3097	4684	5498	159	2678	0	0	0	219	434	0	0	0	1002	0	0	3366	2054	659	3483	475	1161.9	1614.18213197037	10.2510726572778	0.00339025503810486	1	0.00805584112502661
ABC_transporter_peptide_(TC_3.A.1.5.5)	7812	0	0	8159	17455	16674	0	0	6636	193	0	0	9643	3421	0	0	603	0	14706	6560	0	0	0	6577	0	0	3302	3609	6365	3141	398	3828.53333333333	5240.94655002604	10.0776532053234	0.0036314951148885	1	0.00860210405339214
D-Tagatose_and_Galactitol_Utilization	20165	17379	0	12770	19134	19945	0	0	0	0	0	0	0	8009	0	0	0	0	21186	14143	0	0	0	0	0	0	13191	0	16372	12887	0	5839.36666666667	8166.01750521038	10.068661738911	0.00364449976711987	1	0.00860601502640768
CBSS-176280.1.peg.1561	21652	23620	24493	24975	22938	22068	7216	0	0	0	6727	9414	10448	0	5014	0	0	0	0	0	0	0	0	0	0	0	0	5192	19680	0	0	6781.23333333333	9502.21866173381	10.013892960292	0.0037248108274305	1	0.00876834350059728
ATP-dependent_RNA_helicases,_bacterial	0	44524	39072	36563	42462	47742	0	0	0	0	0	0	0	23664	0	0	0	0	46717	37001	0	0	0	0	0	0	21981	0	35377	22084	0	13239.5666666667	18572.8143034537	9.98342290734104	0.00377031913732786	1	0.00884799351732048
Translation_elongation_factor_G_family	56638	50558	47285	56645	57348	60895	53688	43462	64230	38968	56421	86467	93146	35319	49138	46499	38850	51070	61603	61828	36428	45904	41751	37615	34953	39760	47691	50472	46448	46683	48414.5	51258.7666666667	13449.315623361	9.7236539208165	0.00418367141566131	1	0.0097849828280224
DNA_repair,_bacterial	133412	153581	147299	127290	0	0	61895	0	0	0	43723	71843	133489	72376	47982	0	0	0	0	132335	0	0	0	0	0	0	0	51326	0	0	0	39218.3666666667	55570.4293763132	9.71668958885713	0.00419540820462702	1	0.0097849828280224
YeiH	2425	3153	2686	0	2061	3007	0	0	0	0	0	0	0	0	4244	0	0	0	3753	4923	0	0	0	0	0	0	2469	0	2162	2437	0	1110.66666666667	1579.61840292223	9.62000258660627	0.00436209131625296	1	0.0101425313426986
Folate_Biosynthesis	0	0	0	50239	0	0	24766	0	0	0	21788	33115	46827	18534	22837	0	0	0	0	34085	0	0	0	0	0	0	41991	19322	73369	45936	0	14426.9666666667	20606.1707622161	9.51044813780599	0.00455967691348832	1	0.0105695263009913
N-linked_Glycosylation_in_Bacteria	27995	25115	31490	28312	26407	29899	0	0	0	0	0	5966	8500	0	3490	0	0	0	29741	0	0	0	0	0	0	0	0	0	24195	23576	0	8822.86666666667	12607.3861704389	9.49912832267776	0.00458063906737515	1	0.0105857451617999
Lactose_and_Galactose_Uptake_and_Utilization	148254	107923	99490	88948	148201	119187	41889	0	76800	0	43623	83407	114135	62318	57277	0	249545	0	124421	97097	0	0	0	0	0	0	104183	56689	120292	102335	69559	68200.4666666667	61856.8097785653	9.47417856560442	0.00462721109420418	1	0.0106608693295039
At3g21300	0	0	38876	0	42510	49174	34757	0	0	0	17791	28749	51641	0	25731	0	0	0	53527	0	0	0	0	0	0	0	0	25027	43221	0	0	13700.1333333333	19604.0217755111	9.46376410757762	0.00464680268626626	1	0.010673564958151
CBSS-281090.3.peg.464	45710	0	0	40875	0	0	0	0	0	0	0	0	76198	27446	39641	0	0	0	0	43907	0	0	0	33568	0	0	31197	34899	39478	31342	0	14808.7	21252.7731142274	9.38958981004762	0.00478896724916563	1	0.0109668796823793
Creatine_and_Creatinine_Degradation	3900	9387	6003	6539	0	0	2961	0	4886	0	2707	7246	11758	0	0	0	0	0	0	5044	0	0	0	0	0	0	0	5042	3133	0	0	2286.86666666667	3304.28331979436	9.22185831052602	0.00512814532946541	1	0.0117082354208879
Methylthiotransferases	0	34831	34084	34432	0	40945	39085	0	0	0	32718	0	0	0	41930	0	0	0	39031	0	0	0	0	26764	0	0	0	0	32010	0	0	11861	17257.7559195659	9.0529471554589	0.00549620255243938	1	0.0125050939751594
CBSS-630.2.peg.3360	6132	7391	7488	0	0	7475	0	0	5774	0	0	0	0	0	5739	0	0	0	6384	5690	0	0	0	5885	0	0	0	0	5218	0	0	2105.86666666667	3064.82459118179	9.04678527905466	0.00551016014208873	1	0.0125050939751594
Murein_hydrolase_regulation_and_cell_death	0	7193	6663	5359	9659	5977	0	0	0	0	2798	0	7492	2975	0	0	0	0	0	0	0	0	0	4481	0	0	5245	0	4248	0	0	2069.66666666667	3016.12498978789	9.0152037295172	0.0055823034945511	1	0.0126310031309544
Pterin_metabolism_3	0	0	0	8280	0	0	7749	0	0	0	8624	12405	18294	5642	9101	0	0	0	0	9437	0	0	0	8038	0	0	7170	7615	0	0	0	3411.83333333333	4982.86353127038	8.9636731534666	0.00570222764821823	1	0.0128639540397304
mnm5U34_biosynthesis_bacteria	0	0	0	96592	0	0	51499	0	0	0	54985	0	141008	56418	79125	0	0	0	0	99805	0	0	0	0	0	0	64803	45730	105500	63633	0	28636.6	42002.4575386103	8.86291111562846	0.00594488441941941	1	0.0133715797920472
Maltose_utilization_cluster	0	0	0	32185	43498	44033	8060	0	25166	0	11257	13176	19810	23795	10856	0	18459	0	39282	32974	12550	0	0	0	0	0	0	8790	31638	19370	9823	13163.3	14769.2735309166	8.84657793885701	0.00598526327858821	1	0.0134225726780173
Inositol_catabolism	24036	20912	9101	32441	46028	44659	0	0	19124	0	5635	0	0	15957	0	0	1022	0	33268	11391	0	0	0	0	0	0	113	7387	20022	105	109	9706.7	14119.9635223471	8.80908112621538	0.00607909374863884	1	0.0135927818922367
LOS_core_oligosaccharide_biosynthesis	80590	82595	80764	72133	85531	90101	0	0	0	0	27371	0	0	0	41651	0	13764	0	84317	0	0	0	0	41499	0	0	0	0	67244	0	0	25585.3333333333	35653.912772009	8.76799047421129	0.00618375476062751	1	0.013786135613399
Menaquinone_and_Phylloquinone_Biosynthesis	17377	23759	0	23032	30740	0	5144	0	0	0	6213	9637	9523	3456	22928	0	0	0	0	0	0	0	0	0	0	0	19792	4316	14704	0	0	6354.03333333333	9365.15166393507	8.75031466853486	0.00622937678166527	1	0.0138471190630565
tRNA_processing	0	0	0	43912	0	0	28333	0	0	0	31433	43958	58623	17644	32921	0	0	0	0	36551	0	0	0	0	0	0	19819	23485	0	19420	0	11869.9666666667	17531.9292159572	8.70209178703469	0.00635571130910911	1	0.0140866350067389
Aerotolerance_operon_in_Bacteroides_and_potentially_orthologous_operons_in_other_organisms	1868	1257	1079	1218	1824	1570	0	0	0	0	0	2996	4413	0	0	0	0	0	1653	0	0	0	0	0	0	0	3818	0	1658	3901	0	908.5	1345.16797438474	8.64603731821043	0.0065060705541628	1	0.014377846880628
Streptolysin_S_Biosynthesis_and_Transport	1527	1474	1295	0	1690	1587	0	0	1158	0	0	0	0	1145	0	0	0	0	1291	0	470	0	0	0	0	0	792	0	1213	702	0	478.133333333333	638.661355051941	8.63523524593991	0.00653548737959972	1	0.0144008704469087
COG2509	0	0	0	40834	43961	43759	31472	0	0	0	0	0	56005	0	0	0	0	0	46816	0	0	0	0	0	0	0	29376	29126	34100	29094	0	12818.1	19141.0853318016	8.45629140061677	0.00704441891684046	1	0.0154773030114929
Bacterial_RNA-metabolizing_Zn-dependent_hydrolases	0	0	0	132213	0	0	90208	0	0	0	86456	137621	158191	0	99311	0	0	0	146376	0	0	0	0	100730	0	0	0	71775	120130	0	0	38100.3666666667	57091.941278344	8.38051714623233	0.00727276937315076	1	0.0159328300140124
Ribosome_SSU_chloroplast	15	0	13	0	5	8	8	0	41	5	6	15	11	11	14	0	3	0	6	22	0	0	0	5	0	8	0	2	19	8	5.5	7.5	8.92787189377873	8.17067650264062	0.00794820932264491	1	0.0173623707970168
WhiB_and_WhiB-type_regulatory_proteins_	366	449	161	359	0	229	1430	0	165	2	1666	2189	2253	148	911	4	0	195	258	0	0	4	0	1237	0	0	123	1109	430	109	163	459.9	665.436872313582	8.15364338150925	0.00800595631353644	1	0.0174370406440118
Transport_of_Zinc	0	0	0	4739	0	0	0	0	0	0	3548	3959	0	4785	2890	0	0	0	6548	4325	0	0	0	0	0	0	3889	2314	0	3728	0	1357.5	2056.47064165769	8.14705939914267	0.00802839997989462	1	0.0174370406440118
COG1565	25337	0	0	21310	0	0	11080	0	0	0	8624	12405	24500	0	9101	0	0	0	0	0	0	0	0	20096	0	0	9701	7615	22253	0	0	5734.06666666667	8699.85910679943	8.11484077661135	0.00813921901728687	1	0.0176272229002956
Capsular_heptose_biosynthesis	20534	21989	21617	18889	19139	23188	10441	0	19464	0	9797	12567	37037	12846	10391	18663	17108	0	22175	21070	15999	14955	0	11526	15420	0	7906	8742	17870	7778	15187.5	13903.7	8642.37081596767	8.08923727511476	0.00822847135009012	1	0.0177697472460636
Flavodoxin	0	0	0	0	0	0	0	0	4664	0	3442	4833	6597	2982	3799	0	0	0	0	0	0	0	0	2936	0	0	2826	3907	0	2865	0	1295.03333333333	1978.93378612956	7.96704775332799	0.00866933822184173	1	0.0186686317390796
PROSC	0	0	214557	204801	212431	237385	159653	0	0	0	73699	0	0	0	121297	0	0	0	216077	0	0	0	0	0	0	0	112089	0	195748	0	0	58257.9	89219.086220904	7.9223051992084	0.00883714695273933	1	0.0189760832582901
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	0	72392	72801	61507	0	72210	27634	0	0	0	23383	31481	63941	0	27022	0	0	0	0	0	0	0	0	0	0	0	0	16944	59303	0	0	17620.6	27004.1229286349	7.90797780214483	0.00889162714279129	1	0.0190391338255249
Thiamin_biosynthesis	0	45411	33789	46598	0	0	17920	0	0	0	0	28937	44093	21301	27087	0	0	0	0	38734	0	0	0	0	0	0	0	22381	0	0	0	10875.0333333333	16731.7349214482	7.82902070797111	0.00919849775389312	1	0.0196313102079999
Bile_hydrolysis_related_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5397	4760	0	0	3934	0	0	0	0	0	0	0	0	0	0	469.7	1446.07700348218	7.81839607941596	0.00924066349958342	1	0.0196313102079999
Fructose_and_Mannose_Inducible_PTS	0	25189	22287	23323	22650	25332	1824	0	0	25	6451	0	0	0	0	0	44	197	28643	0	4	0	13	0	40	0	12553	0	21259	12500	19	6744.46666666667	10333.1340097943	7.81708509899824	0.00924588092909757	1	0.0196313102079999
COG3146_experimental	0	0	0	10008	0	0	11080	0	0	0	8624	12405	24500	7044	9101	0	6871	0	0	11161	0	0	0	10405	0	0	9701	7615	12455	0	0	4699	6183.20642742404	7.79436250595697	0.00933682358248992	1	0.0197690287025904
Type_I_Restriction-Modification	30995	47660	20567	21760	21100	23229	0	0	0	0	0	0	0	0	60361	0	0	0	24019	0	0	0	0	0	0	0	17896	0	25758	17519	0	10362.1333333333	15977.6420959767	7.78519796526165	0.00937377807316031	1	0.0197919882436087
Bile_hydrolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5740	4760	0	0	3934	0	0	0	0	0	0	0	0	0	0	481.133333333333	1487.15045115409	7.73972515998355	0.00955951077095036	1	0.0201280810121677
